Date,Year,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Activity,Sex,Injury,Fatal,Species 
13-Sept-17,2017,Unprovoked,USA,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,Surfing,M,Lacerations to left foot,N,5' to 6' shark
02-Sept-17,2017,Unprovoked,USA,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,Swimming,M,Lacerations to abdomen,N,Nurse shark
02-Sept-17,2017,Unprovoked,USA,USA,Texas,"South Padre Island, Cameron County",26.1036887,-97.1646938,Swimming,F,Lacerations to foot,N,
02-Sept-17,2017,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to right hand,N,
27-Aug-17,2017,Unprovoked,USA,USA,Florida,Bathtub Beach ,27.18615595,-80.1605654,Wading,F,Leg injured,N,
23-Aug-17,2017,Unprovoked,USA,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",41.8910565,-69.9614174,SUP,M,Not injured by shark but board bitten,N,"White shark, 5' to 7'"
10-Aug-17,2017,Unprovoked,USA,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",32.1561271,-80.76710384,Swimming,M,Minor cuts to sole & toes of left foot,N,Possibly a juvenile blacktip shark
11-Aug-08,2008,Unprovoked,USA,USA,Hawaii,"Ala Moana Beach Park, Oah'u",,,Diving,M,"No injury, shark grabbed his bag of fish",N,"Tiger shark, 12'"
26-Sept-59,1959,Watercraft,USA,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",,,Gigging for flounder,,,UNKNOWN,"Said to involve white shark, but species identify questionable"
29-Jul-17,2017,Invalid,USA,USA,South Carolina,"Hilton Head Island, Beaufort County",32.1618488,-80.7512616,Swimming,M,Abrasions and cuts to sole of foot,,A small shark
29-Jul-17,2017,Unprovoked,USA,USA,South Carolina,"DeBordieu Colony, Georgetown County",33.3690565,-79.1517111,,F,Bite to left thigh / minor injury,N,
23-Jul-17,2017,Unprovoked,USA,USA,New Jersey,Ventnor,50.594976,-1.2029747,,F,Minor injury to hand,N,Sandtiger shark  2'
20-Jul-17,2017,Invalid,USA,USA,South Carolina,"Hilton Head Island, Beaufort County",32.1618488,-80.7512616,Swimming,F,Foot injured,,Shark involvement not confirmed
20-Jul-17,2017,Watercraft,USA,USA,California,"Stearns Wharf, Santa Barbara",34.4099523,-119.6857887,Kayaking,M,"No injury, kayak bitten",N,"White shark, 11' to 13'"
28-Jul-59,1959,Unprovoked,USA,USA,California,"Alligator Head, La Jolla, San Diego County",,,Spearfishing (but on surface),M,"14 punctures on right thigh, swim trunks torn",N,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
14-Jul-17,2017,Unprovoked,USA,USA,Washington,"South Beach, Westport, Grays Harbor County",46.88895345,-124.1064292,Surfing,M,Pulled off board by shark but no injury,N,"White shark, 9'"
11-Jul-17,2017,Watercraft,USA,USA,California,"Santa Cruz, Santa Cruz County",36.9743626,-122.0294673,Kayaking,M,"No injury, kayak bitten",N,White shark
09-Jul-17,2017,Unprovoked,USA,USA,Florida,"Haulover Beach, Miami-Dade County",25.9075625,-80.1214099,Swimming,M,Lower legs bitten,N,"Bull shark, 4' to 5'"
29-Jun-17,2017,Invalid,USA,USA,South Carolina,Wrightsville Beach,34.2079917,-77.7955907,Fishing,M,"Arm injured by hook, not by a shark",,No shark invovlement 
21-Jun-17,2017,Unprovoked,USA,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",32.1341694,-80.7711149,Swimming,F,Left foot bitten,N,
19-Jun-17,2017,Unprovoked,USA,USA,Florida,"Singer Island, Palm Beach County",26.7850625,-80.0375408,Surfing,M,1 to 2-inch laceration behind knee,N,
18-Jun-17,2017,Unprovoked,USA,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",32.1933234,-80.69492145,Swimming,F,Leg bitten,N,"Bull shark, 4' to 5'"
10-Jun-17,2017,Unprovoked,USA,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,Surfing,M,Laceration to left foot,N,
Reported      23-Apr-2006,2006,Invalid,USA,USA,Florida,"Alligator Reef off Islamorada, Monroe County",,,,M,Shark bites post mortem,,Invalid
24-Sept-01,2001,Provoked,USA,USA,Florida,"Ponce Inlet, Volusia County",29.0963729,-80.9369983,"Surfing, fell off surfboard & stepped on the shark.",M,PROVOKED INCIDENT Several small lacerations on left foot ,N,4' shark
13-Sept-95,1995,Unprovoked,USA,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",,,Scuba diving,M,"Presumed FATAL, body not recovered",Y,3 m to 3.7 m [10' to 12'] bull shark
03-May-17,2017,Invalid,USA,USA,California,"Sunset Beach, Orange County",33.71874635,-118.074062,Surfing,F,"Laceration to thigh, likely caused by surfboard fin",,Shark involvement highly doubtful
29-Apr-17,2017,Unprovoked,USA,USA,California,"San Onofre, San Diego County ",33.3832686,-117.5778354,Swimming,F,Major injury to posterior thigh,N,
29-Apr-17,2017,Unprovoked,USA,USA,South Carolina,"Folly Beach, Charleston County",32.6549967,-79.9406093,Surfing,F,Left foot bitten,N,
20-Apr-17,2017,Invalid,USA,USA,South Carolina,Georgetown County,33.4392245,-79.3343041,Swimming,M,Laceration & puncture wounds to left foot,,Shark involvement not confirmed
17-Apr-17,2017,Unprovoked,USA,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,,,Minor bite to the foot,N,
14-Apr-17,2017,Unprovoked,USA,USA,Hawaii,"Kekaha Beach, Kauai",21.9746981,-159.7424363,Surfing,M,Lower right leg severely injured,N,"Tiger shark, 12'"
13-Apr-17,2017,Unprovoked,USA,USA,Florida,"Hanna Park, Jacksonville, Duval County",30.37095535,-81.40284285,Surfing,M,Lacerations to right foot,N,
12-Apr-17,2017,Unprovoked,USA,USA,Florida,St. Augustine,40.7183728,-90.4109616,Surfing,F,Lacerations to right foot,N,
11-Apr-17,2017,Unprovoked,USA,USA,Florida,"Ormond Beach, Volusia County",29.2854132,-81.0557921,Surfing,F,Calf bitten,N,
10-Apr-17,2017,Unprovoked,USA,USA,Florida,"Melbourne Beach, Brevard County",28.0684067,-80.5607951,Paddle boarding,F,Laceration to calf,N,
10-Apr-17,2017,Unprovoked,USA,USA,Florida,"Melbourne Beach, Brevard County",28.0684067,-80.5607951,Swimming,F,Minor injury to left hand,N,
06-Apr-17,2017,Unprovoked,USA,USA,Florida,"Daytona, Volusia County",29.2108147,-81.0228331,Swimming,M,Foot injured,N,
05-Apr-17,2017,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Swimming,F,"Thigh nipped, minor injury",N,
02-Apr-17,2017,Unprovoked,USA,USA,Florida,"Destin, Okaloosa County",30.3935337,-86.4957834,Swimming,F,Lacerations to thighs,N,"Bull shark, 5' to 7'"
27-Mar-17,2017,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to left foot,N,
18-Mar-17,2017,Watercraft,USA,USA,California,Monterey Bay,36.7999557,-121.9010668,Kayaking,M,"No injury, kayak bitten",N,White shark
11-Feb-17,2017,Unprovoked,USA,USA,Florida,"Melbourne Beach, Brevard County",28.0684067,-80.5607951,Swimming,M,Injury to hand,N,
10-Apr-65,1965,Unprovoked,USA,USA,Florida,American Shoals off Key West,,,Spearfishing,M,Left hand severely lacerated,N,"White shark, 10' to 12' "
22-Jan-17,2017,Unprovoked,USA,USA,Florida,"Vero Beach, Indian River County",27.6387163,-80.3975399,,M,Puncture wounds to lower arm or hand,N,
13-Jan-17,2017,Unprovoked,USA,USA,Florida,Jensen Beach,27.22089615,-80.25567727,,M,Minor injury to hand,N,
13-Dec-22,2022,Unprovoked,USA,USA,Hawaii,Anaeho'imalu Bay,,,Swimming,M,"Lower left torso, defensive wounds to hands",N,Tiger  shark?
02-Jan-21,2021,Unprovoked,USA,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",,,Swimming,F,Significant injury to right lower leg,N,
11-Dec-16,2016,Invalid,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Cuts to right ankle & foot,,Shark involvement not confirmed
14-Nov-16,2016,Unprovoked,USA,USA,Hawaii,"Kamaole Beach Park I, Maui",20.72133105,-156.4474007,Floating,F,Injuries to right calf and thigh,N,Tiger shark
29-Jun-89,1989,Unprovoked,USA,USA,Hawaii,"Anahola, Kaua'i",,,Fell off surfboard 20' from shore,M,Foot & ankle severely bitten,N,
29-Oct-16,2016,Unprovoked,USA,USA,Florida,Mayport Naval Station  Duval County,30.38425255,-81.41534028,Surfing,M,Lacerations to right hand,N,
11-Jun-02,2002,Unprovoked,USA,USA,Hawaii,"Anini Beach, Kaua'i",,,Sitting on surfboard,,"No injury, shark bit side of surfboard",N,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  "
04-Jul-00,2000,Unprovoked,USA,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County",,,"Spearfishing, holding mesh bag with speared fish",F,Lower right calf lacerated,N,"Nurse shark, 1.2 m [4'] "
03-May-39,1939,Unprovoked,USA,USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",,,Washed off freighter Huncliff by a freak wave,M,"FATAL, attacked by shark, body not recovered ",Y,
02-Oct-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Cuts to dorsal surface of left foot,N,
01-Oct-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfng,M,Minor injuries,N,
18-Sept-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to thigh,N,
18-Sept-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Lacerations to hands,N,
18-Sept-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Lacerations to lower leg,N,
28-Apr-57,1957,Unprovoked,USA,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",,,Swimming,M,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,White shark
11-Sept-16,2016,Unprovoked,USA,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,Wading,M,Minor injury to arm,N,3' to 4' shark
26-Jul-16,1916,Unprovoked,USA,USA,North Carolina,"Atlantic, near New Bern, Craven County",,,Fishing,M,Arm severely lacerated,N,
05-Sept-16,2016,Unprovoked,USA,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",33.76738335,-78.77781528,Boogie boarding,F,Lacerations & punctures to lower right leg,N,
04-Sept-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Body boarding,M,Foot bitten,N,
01-Sept-16,2016,Unprovoked,USA,USA,California,"Refugio State Beach, Santa Barbara County",34.4624286,-120.0479924,Spearfishing,M,Two toes broken & lacerated,N,"White shark, 8' to 10'"
29-Aug-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Lacerations to right foot,N,"Bull shark, 6'"
29-Aug-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to ankle,N,
25-Aug-16,2016,Unprovoked,USA,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,Wading,M,Minor injury to ankle,N,
06-Aug-16,2016,Unprovoked,USA,USA,Hawaii,Maui,20.8029568,-156.3106833,SUP Foil boarding,M,"No inury, shark & board collided",N,"Tiger shark, 10' "
04-Aug-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Big toe bitten,N,Blacktip shark
08-Sept-01,2001,Provoked,USA,USA,Florida,"Everglades National Park, Monroe County",25.36794425,-80.87830662,Fishing,M,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,
12-Jun-99,1999,Unprovoked,USA,USA,Florida,"Atlantiic Beach, Duval County",,,Swimming,M,8-inch bite on calf,N,
16-Jul-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,F,Minor injury to leg,N,
16-Jul-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,,F,Minor injury to toes,N,
15-Jul-16,2016,Unprovoked,USA,USA,California,"Surfside, Orange County",33.7277995,-118.0823511,Kite surfing,M,"No injury, board damaged",N,"White shark, 10' to 12'"
15-Jul-16,2016,Unprovoked,USA,USA,South Carolina,"North Myrtle Beach, Horry County",33.8278405,-78.6800323,Swimming,M,Puncture wounds to foot,N,
08-Jul-16,2016,Watercraft,USA,USA,California,"Capitola, Santa Cruz County",36.9762927,-121.954057,Fishing ,M,"No injury. Hull bitten, tooth fragment recovered",N,White shark
27-Dec-16,2016,Unprovoked,USA,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",,,Surfing,M,Lacerations to right forearm,N,
25-Jun-15,2015,Unprovoked,USA,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",,,Body surfing?,M,Multiple lacerations to back,N,
06-Jul-16,2016,Unprovoked,USA,USA,Florida,"Melbourne Beach, Brevard County",28.0684067,-80.5607951,Swimming,F,"Buttocks, thigh, left hand & wrist injured",N,
27-Jun-16,2016,Unprovoked,USA,USA,South Carolina,Sullivan's Island,32.770151,-79.83133553,,M,Minor injury,N,3' to 4' shark
25-Jun-16,2016,Unprovoked,USA,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",34.6554744,-77.0580759,Surfing,M,Foot injured,N,
21-Jun-16,2016,Unprovoked,USA,USA,South Carolina,"North Myrtle Beach, Horry County",33.8278405,-78.6800323,Floating,M,Lacerations and punctures to foot,N,3' to 5' shark
21-Jun-16,2016,Unprovoked,USA,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",28.1681896,-80.58789799,Wading,M,Injuries to right calf,N,
15-Jun-16,2016,Unprovoked,USA,USA,Hawaii,"Kalapaki Beach, Kauai",21.96022935,-159.3517224,Surfing,M,Single puncture wound to arm,N,3' to 4' shark
14-Jun-16,2016,Unprovoked,USA,USA,Texas,"Pirates Beach, Galveston",29.20555215,-94.93693417,Floating in tube,F,Injury to lower leg,N,3' to 4' shark
11-Jun-16,2016,Unprovoked,USA,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",34.6554744,-77.0580759,Standing,M,Laceration to wrist,N,3' shark
07-Jun-16,2016,Invalid,USA,USA,South Carolina,"Folly Beach, Charleston County",32.6549967,-79.9406093,Surfing,M,"No injury, board damaged",,Said to involve an 8' shark but more likely damage caused by debris
05-Jun-16,2016,Unprovoked,USA,USA,Florida,"Flagler Beach, Flagler County",29.4749927,-81.1269982,Swimming,M,Leg bitten,N,
29-May-16,2016,Unprovoked,USA,USA,California,"Corona Del Mar, Newport, Orange County",33.5995916,-117.873739,Swimming,F,Injuries to arm and shoulder,N,
29-May-16,2016,Unprovoked,USA,USA,Florida,"Neptune, Duval County",30.3194614,-81.39499479,Swimming,M,Injury to posterior right leg,N,5' shark
22-May-16,2016,Unprovoked,USA,USA,Florida,"Vero Beach, Indian River County",27.6387163,-80.3975399,Swimming,F,Puncture wounds to thigh,N,
21-May-16,2016,Unprovoked,USA,USA,Florida,"St. Petersburg, Pinellas County",27.7700475,-82.6359078,Swimming,F,Lacerations and puncture wounds to foot and ankle,N,"Bull shark, 4' to 5'"
31-May-12,2012,Unprovoked,USA,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",,,Wading,F,Foot bitten,N,"18"" to 24"" shark"
18-May-16,2016,Unprovoked,USA,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,Swimming,M,Ankle bitten,N,"Blacktip shark, 4'"
10-Jun-01,2001,Provoked,USA,USA,California,Catalina Island,18.35887245,-69.00810056,Spearfishing,M,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,"White shark, 2.4 m to 3 m [8' to 10'] "
03-May-16,2016,Unprovoked,USA,USA,Hawaii,"Wailea Beach, Maui",20.68256325,-156.4431133,Floating,M,Minor lacerations to right shoulder,N,
23-Apr-16,2016,Unprovoked,USA,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,Surfing,M,Minor injury to left foot,N,
03-Sept-01,2001,Unprovoked,USA,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",,,Swimming ,M,FATAL,Y,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
07-Apr-16,2016,Unprovoked,USA,USA,Florida,"Florida Keys, Monroe County",24.6736205,-81.4981792,Fishing,M,Left hand bitten,N,5' to 6' shark
03-Sept-01,2001,Unprovoked,USA,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",,,Swimming,F,Left buttock & foot  severed,N,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
31-Mar-16,2016,Unprovoked,USA,USA,Hawaii,"Olowalu, Maui",20.811858,-156.6221108,Snorkeling,F,Minor injury to left foot,N,
28-Mar-16,2016,Unprovoked,USA,USA,Florida,"Fort Myers Beach, Lee County",26.4520248,-81.948145,,M,Minor injury to arm. Possibly caused by smalll nurse shark,,Shark involvement not confirmed
13-Mar-16,2016,Invalid,USA,USA,California,"Bolsa Chica State Park, Orange County",33.6950185,-118.0475619,Surfing,,Board reportedly bumped by shark. No injury,,Shark involvement not confirmed
12-Apr-63,1963,Unprovoked,USA,USA,Hawaii,"Awili, South Kona, Hawai'i",,,Surfing ,M,Left foot & leg bitten,N,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
20-Jul-74,1974,Unprovoked,USA,USA,Georgia,"Back River, Savannah Beach, Chatham County",,,Swimming,M,FATAL,Y,small sharks'
05-Oct-58,1958,Unprovoked,USA,USA,Florida,"Baker's Haulover, Miami Beach",,,,M,No injury,N,
04-Dec-21,2021,Unprovoked,USA,USA,Hawaii,"Banyans, Kailua-Kona",,,Surfing,M,Arm bitten,N,Blacktip reef shark
11-Nov-69,1969,Unprovoked,USA,USA,Hawaii,"Barber’s Point, O'ahu",,,Scuba diving for lobsters,M,"Abrasions to upper leg, laceration to ankle, scuba tank bitten",N,>2.4 m [8'] shark
12-Oct-85,1985,Unprovoked,USA,USA,Hawaii,"Barbers Point, O'ahu",,,Floating on inner tube after diving for lobster,M,Left arm lacerated,N,1.8 m to 2.4 m [6' to 8'] shark
22-Jun-12,2012,Unprovoked,USA,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",,,Swimming,M,Minor injury,N,
14-Sept-03,2003,Invalid,USA,USA,Florida,"Bathtub Reef Beach, Martin County",,,Swimming,F,Puncture wounds on inner thigh,,Shark involvement doubtful
11-Aug-96,1996,Unprovoked,USA,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",,,Wade fishing,M,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N,1.8 m to 2.1 m [6' to 7'] hammerhead shark
25-Jun-50,1950,Unprovoked,USA,USA,New York,"Beach 103rd Street, Rockaway ",,,Swimming ,M,"Gashes & lacerations on legs, foot lacerated.",N,"""sand shark"""
03-Jul-23,2023,Unprovoked,USA,USA,New York,"Beach 3, Robert Moses State Park, Suffolk County",,,Swimming,F,3 small puncture wounds to left leg,N,Sand tiger shark
21-Mar-08,2008,Unprovoked,USA,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",,,Wading,M,Two 3-inch lacerations to right ankle,N,
29-Sept-18,2018,Unprovoked,USA,USA,California,"Beacons Beach, San Diego County",,,Diving,M,Traumatic injuries to upper torso,N,"White shark, 11'"
02-Sept-96,1996,Unprovoked,USA,USA,Florida,"Behune Beach, Volusia County",,,Standing,M,Right foot bitten,N,
19-Jul-2007.b,2007,Unprovoked,USA,USA,Hawaii,"Bellows Beach near Wailea Point, O’ahu",,,Snorkeling,M,Left calf severely bitten,N, 
Reported 10-May-2014,2014,Invalid,USA,USA,Florida,"Bethel Shoals, Indian River County",,,Diving,M,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",,No shark involvement
05-Apr-01,2001,Unprovoked,USA,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",,,Standing alongside surfboard,M,Minor lacerations to dorsum of left foot,N,"""small shark"""
26-Aug-99,1999,Unprovoked,USA,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",,,Surfing,M,3-inch laceration to right foot,N,"""a small shark"""
02-Dec-13,2013,Unprovoked,USA,USA,Hawaii,"Between  Makena & Molokini, Maui",,,Kayaking / Fishing,M,FATAL,Y,
03-Aug-52,1952,Unprovoked,USA,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",,,Swimming,M,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,
Between 10 and 12-Sep-1959,1959,Watercraft,USA,USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County",,,Pulling hooked salmon to boat,,"No injury to occupant, shark struck stern of boat",N,"White shark, 3.5 m [11.5'], identified by W. I.  Follett on tooth fragments"
